Product Name,Brand Name,Price,Rating,Reviews,Review Votes
Samsung Galaxy S6 Edge SM-925V 64GB White Smartphone for Verizon (Certified Refurbished),Samsung,487.93,5,a+,0
"LG Nexus 5X Unlocked Smart Phone, 5.2"" Quartz White, 32GB Storage, US Warranty",LG Electronics,399,5,Phone is great. I immediately rooted and flashed it with custom software. Got the device (used I think) with nary a mark or imperfection. Good job guys.,0
"POSH MOBILE KICK ANDROID GSM UNLOCKED DUAL SIM 5.0"" SMARTPHONE with unique colorful design, FULL-sized display, 5MP Camera and 8GB of Storage. 1 Year warranty. (Model#: X511 BLACK)",,97.59,5,"Slim, light and great mobility.",0
BLU Studio 5.0 C HD Smartphone - Unlocked - Yellow,BLU,2000,5,"I purchased this phone after looking for a 4g smartphone compatible with Straight Talk service. I was very skeptical by all the negative reviews concerning the phones compatibility with Straight Talk but I had no difficulty setting it up. I purchased a new sim card thru the Straight Talk Bring Your Own Phone program and transferred my old service to that sim card easily. Everything was functioning within an hour! I had a couple days where I couldn't send or receive pictures and MMS text but after a new system update it worked so I'm super happy. Follow all the instructions and your phone should work with Straight Talk! I've owned it for a month and am in love with the size, functionality, and camera quality! The color is gorgeous! Best phone I've ever owned and it was less than $100! I am so happy with this purchase!!",0
"Apple iPhone 5c AT&T Cellphone, 16GB, Blue",Apple,124,5,excellent phone,
"Apple iPhone 6 16GB Factory Unlocked GSM 4G LTE Smartphone, Gold (Certified Refurbished)",Apple,353,2,could not unlock it,0
"HTC ONE M9 32GB Unlocked GSM 20MP Camera Smartphone, Gunmetal Grey",HTC,345,1,The phone is an international version and doesn't work on T-Mobile's LTE. It will only connect to T-Mobile's HSPA+.The phone also doesn't come with HTC uh-oh protection.Good-It is unlocked-Rooting doesn't void warranty.-Cheaper than the domestic versionBad-No Uh Oh Protection-Doesn't work on US LTEYour best bet is to buy a used version on E-Bay for under $400 and you will receive HTC Uh-Oh protection automatically.I won't be surprised when Amazon start selling these as open-box/refurbished items for Christmas.,15
"Samsung Galaxy Note 4 N910H Unlocked Cellphone, Retail Packaging, 32GB, White",Samsung,320.61,5,"The phone has a price...but if you have the means, go ahead and give yourself the treat... It is true the battery is amazingly long lasting.It charges VERY quickly, it's quick and the screen is nice. The one I bought is factory unlocked and international. My carrier is Metro PCS and the phone does work with 4G, very nice and quick. So far, I love the phone. Just make sure you get the SquareTrade warranty, you don't want to cry blood if you see this baby hit the ground and you don't have a warranty... Enjoy !!!!",0
Samsung Galaxy S3 Mini GT-i8190 factory Unlocked International Verison No Warranty - BLUE,Samsung,188.99,1,"The phone has problems. I hardly recognize the charger or USB connections. Without being connected to the charger, sometimes appears as if it were. Disappointment.",3
Blu Dash JR D141W Dual Sim Factory Unlocked Android Smartphone,BLU,40,3,bueno,0
"POSH MOBILE ICON ANDROID UNLOCKED DUAL SIM 5.0"" GSM SMARTPHONE with soft metallic design, FULL-sized display, 5MP Camera and 4GB of Storage (MODEL # S510 SPACE GRAY)",Posh Mobile,60.02,5,Great phone.,0
"Apple iPhone 6S Plus Unlocked Smartphone, 64 GB (Silver)",Apple,769.99,5,Met all my expectations!! Love my phone!!,
HTC EVO Shift 4G Android Smartphone Blue - Sprint,HTC,129.52,5,"I ordered this used phone, which was listed as used cell, with minor scratches. Well the phone is not shinny like a new phone, but there was nothing wrong with it and did not see any scratches.I am very happy with the device, I used it for 3 weeks and absolutely no issues. It's easy to use, you can sync it to your PC and the navigation software works wonderful..",
"Huawei Ascend Mate 7 Factory Unlocked Cellphone, 16GB, White",HUAWEI,299.99,5,"I've had the phone a few weeks and I love it. Fast, responsive, extra long battery life, and excellent ui. Best manufacturer UI I've ever used. I will certainly be browsing huawei phones while reviewing for my next phone purchase whenever that is.",0
Samsung Galaxy J5 J500M 8GB Unlocked GSM 4G LTE Quad-Core Android Smartphone w/ 13MP Camera - White (International Version),Samsung,182.49,5,"Compared to it's price, this Samsung is amazing.",0
Verizon Casio GzOne Boulder No Contract Rugged Phone Orange,Casio,84.99,1,"I love the boulder. Had one for 4 years and im really rough on phones because of my job. But the one was starting to wear out. The speakers weren't as good as they once were so purchased a new phone well (new to me) from this company although it was used i thought it wouldn't hurt cause the previous one i had was also used. Anyways, i bought it and got it in, the phone turned on had a little wear and tear on it but nothing to serious until i went to have it activated and the phone would not program its self. Although it switched over fine it would not receive any calls or make any calls because of a bad internal antenna. Like i said it was a used product but i thought it should work just a few minor wear and tear. I don't hate the product i just don't like the fact that the company i bought it from sells phones that wont work when you try to go get them activated.",0
BLU PURE XL Smartphone - 4G LTE GSM Unlocked - 64GB +3GB RAM - Grey,BLU,129.99,4,"The phone itself is great. Good camera quality, shoots 4K, a little bigger than an iPhone 6s+. I purchased my phone in March this year and I had no problems until recently my charging port broke. Contacted blu customer service, a week went by, nothing. Emailed them again explaining my problem with as much information possible and I received a reply the next day. I will be sending my phone over to get repaired.",2
"POSH MOBILE TITAN PRO HD ANDROID GSM UNLOCKED DUAL SIM 5.5"" HD SMARTPHONE EXTRA-large HD display, 13MP Camera and 8GB of Storage. 1 Year warranty. (Model#: E550 WHITE)",Posh Mobile,97.99,5,"So after using this phone for a while now, I've come to a conclusion that this is a great phone for the price I paid. There was just a new system upgrade so the phone works faster and the video quality is awesome. And also don't buy a phone case because it comes with one already in the box.",0
"Samsung Galaxy Mega I9152 5.8"" Android Smart Phone (Unlocked) - Black, Dual-core 1.4 GHz, Dual Camera with Flash (8MP/1.9 MP), Dual SIMs",Samsung,299.99,5,This phone work very good and I am enjoying my phone very well.,0
SONY XPERIA M2 D2303 8GB PURPLE FACTORY UNLOCKED SINGLE SIM LTE 4G 3G 2G CELL PHONE,Sony,260,5,The transaction was very okay. Brand new phone with incredible features for that amount. Great deal. I recommend.,0
"Samsung Galaxy S7 Edge SM-G935F 32GB Factory Unlocked GSM Smartphone - International Version, No Warranty (Black Oynx)",,591,1,LED screen started to flash in and out and show a blue screen after 3 weeks. Battery is already over heating after 3 weeks of use. Battery life sucks.,0
Samsung Galaxy S6 G920F 32GB Factory Unlocked GSM 4G LTE Octa-Core Smartphone - Blue Topaz,Samsung,529,5,This phone is so good... Its camera is great. The speed obviously is good. The frame is beautiful. If it only would be more narrow it would fix perfectly in my hand,0
"BlackBerry 8220 Flip Pearl Unlocked Phone with GPRS, EDGE and 2 MP Camera - US Warranty - Pink",BlackBerry,269.1,1,The product arrived in BAD CONDITIONS AND NEVER ANSWERED NO CLAIM. Bad service and bad product. NOT RECOMMENDED. More efficient,0
"LG G3 D855 Factory Unlocked Cellphone, International Version, 16GB, Black",LG,195.99,2,"The only good thing was the delivery. Apart from that, the phone's display started showing issues from day 2: a bright spot on the border of the screen appeared. I decided to ignore it but now, 7 months after I got my phone, there's another issue: whenever the phone displays darker colors such as black, grey or dark blue, a bright blue spot appears in the upper middle of the screen. Also, the home and volume buttons have never felt quite right, there seems to be a little play to them. The phone has never been dropped or hit, neither has it got in contact with water.All these problems which appeared within the first year of use, the lower price offered by the seller (FGS Trading) compared to others (Amazon, for example) and the fact that the seller offers only a 30 day return policy add up to make me think the phone wasn't actually new when I bought it. It may have been a refurbished unit.Seller's post-sale service isn't particularly good either.",2
Apple Watch 38mm Stainless Steel Case w/ White Sport Band,,273.95,5,Excellent service and price. Excellent customer communication. Of course great watch.,1
Apple iPhone 5c 8GB Unlocked GSM Smartphone - Green,Apple,115,4,Item came fast and everything was great up until I broke my screen after a week of having it. It's a plastic screen and not a real glass one👎. All in all still a great phone be buy and mind blowing price,0
"LG G3 Stylus 3G D690, Dual Sim, 8GB, Unlocked (White) - International Version (No Warranty)",LG,151.86,4,Good phone hi,0
"Samsung Galaxy S4 SGH-I337 Unlocked GSM Smartphone with 13 MP Camera, Touchscreen and 16 GB Storage, Black",Samsung,183.99,5,"Loving the phone it was shipped quickly, easy to set up and so far the best phone I have owned.",0
Lenovo A916 4G Unlocked Smartphone (gift-16GB TF Card) 5.5 inch Android 4.4 MT6592M+6290 Octa 8 Core 1.4GHz 1GB 8GB 13MP Dual SIM FDD-LTE & WCDMA & GSM (Black+ 16GB TF Card),,95.99,1,"Good Morning . I wonder how I can help with my Lenovo A916 which was sold to me by you and I could only enjoy one months because the team asked me to update and after the update made ''the team stayed so it does not recognize any sim card, here in Venezuela Movilnet , Movistar and Digitel is used and does not recognize any cellular operator . It would be kind enough to answer my mail richavez2312@gmail.com",3
"Samsung Galaxy Mega I9152 5.8"" Android Smart Phone (Unlocked) - Black, Dual-core 1.4 GHz, Dual Camera with Flash (8MP/1.9 MP), Dual SIMs",Samsung,299.99,5,I love this phone. I went from an iphone4 to a mega. It did take me a few days to get use to it but after that I love it. I use it with straight talk which works fine.,8
"Microsoft Nokia Lumia 640 LTE RM-1072 8GB 5"" Unlocked GSM Windows 8MP Camera Smartphone - Black - International Version No Warranty",Nokia,77.99,1,"if you buy this phone the description of it is a joke , he says that this release for the band 3 to 4g and a lie does not work",2
"Apple iPhone 6, Gold, 16 GB (Sprint)",Apple,514.98,5,Works great. I would buy from this buyer again.,1
"BLU VIVO 5R Refresh Smartphone - 5.5-Inch Display 4G LTE GSM Unlocked, GREY",BLU,199.95,3,"The phone looks beautiful. I am not one for the brand name phones, however, I thought that if I spend this amount of money I could get a phone that rings so I can know someone is calling me if I am not close to the phone. The volume is so low, even while it is in my hand I can hear it any at all. I thought the phone has surround sound. I am not sure where I would be able to find that. I am not sure I can keep this phone because except for the camera, having front and rear flash, it is not better than the cheap Sky phone I have. If someone knows how to get the volume up, please let me know.",0
LG Google Nexus 5X H791 16GB 4G LTE 5.2-Inch Factory Unlocked (QUARTZ WHITE) - International Stock No Warranty,LG,289,5,Love this phone for international use,0
Apple iPhone 5s 16GB (Gold) - T-Mobile,Apple,279.99,4,Great,0
Sony Xperia Z5 Compact E5823 2GB/32GB 23MP 4.6-inch 4G LTE Factory Unlocked (CORAL RED) - International Stock No Warranty,Sony,404.99,4,"Not very serious with the time delivery, the device it's ok to use in Mex. with Telcel and US with T-mobile",0
BLU S480U Unlocked Studio 7.0 II Smartphone with 5MP Main Camera (Gold),BLU,NA,1,Don't work with Verizon,0
LG Google Nexus 5X H791 16GB 4G LTE 5.2-Inch Factory Unlocked (QUARTZ WHITE) - International Stock No Warranty,LG,289,5,"Great phone, love Nexus.",0
OtterBox Iphone 5/5S/SE Defender Case w/ Drop and Dust Proctection - Realtree AP Pink,OtterBox,6.99,2,States two cards fit in back but not really. One fits great but two slide around and then it's difficult to close. Had it a few months and it broke. Not worth the price!,0
"ZTE Axon Pro Factory Unlocked Phone, 64 GB Phthalo Blue (U.S. Warranty)",ZTE,379.98,5,I like the camera. I think this could beat the iphone for camera.,0
SPOT Global Phone - Lightweight Handheld Satellite Phone,,375,2,"This is basically a Globalstar phone with a Spot logo, billed through Spot on the Globalstar network. Spot was running a deal where they rebate you $250 on the $500 price. Not bad, but other vendors will give it to you for free with airtime plan:[...] The phone arrived on time but there is a prominent nick in the plastic on the face of the display. Not a showstopper but still irritating. The original UPC on the box was covered with a sticker that had apparently been applied by the dealer. Spot's rebate instructions clearly state the original UPC must be submitted so I have some concern I will ever see the rebate. If you are not familiar with a satellite phone you should be aware that quite a bit of open sky is required to get a signal, much more than is required for GPS or XM radio. But here's the kicker, reason I rated it so low: The phone has its outgoing caller ID blocked, so, for example, when I call my own home phone number, I get the message ""the party you have called does not accept calls from phones that have caller ID blocked"" and the call does not go through. I verified this ""feature"" with Spot customer service. They said they were aware of it and were working with the carrier (Globalstar) to get it removed, but could offer no timeline for when anything might happen. So here is a phone that would presumably be of use to reach out for help, search and rescue, etc., that is in ""Secret Agent"" mode and may very likely not connect with a number you may dearly want to reach. Ridiculous.",1
Apple iPhone 6s Plus 32GB Unlocked GSM Smartphone w/ 12MP Camera - Rose Gold,Apple,750,5,"All good, work great thank you",1
IPHONE 6S 16GB ROSE GOLD,,549,5,Very awesome as expected.,0
"OtterBox SYMMETRY SERIES Case for iPhone 6 Plus/6s Plus (5.5"" Version) - Retail Packaging - BLUE PRINT II (SLATE GREY/DEEP WATER BLUE)",OtterBox,15.99,4,Very nice! Feels secure. Blue is a little brighter than expected.,0
"Samsung Galaxy G920F-S6 32GB Factory Unlocked 5.1"" - International Sourced Version - Black",Samsung,434.99,3,Internet didn't workSent the phone back,0
"CNPGD [U.S. Office Extended Warranty] Smartwatch + Unlocked Watch Cell Phone All in 1 Bluetooth Watch for iPhone Android Samsung Galaxy Note,Nexus,htc,Sony White",CNPGD,49.99,5,For the price it was great....,1
BLU Life XL - LTE Smartphone - GSM Unlocked - 8GB +1GB RAM - White,BLU,116.99,5,great phone. works like a more expensive phone. I've had an iPhone and Motorola smart phones. This one is fast and I've had no problem with it rebooting or freezing. It will reboot if you let the battery die completely. Lasts me all day at work. I work a 10 hour day and commute 55 miles so it holds a charge for longer than 14 hours for me. I'm not a techy so it's easy to use right out of the box. Lots of storage with the micro sd card slot.,0
"Samsung Galaxy S5 G900F Unlocked Cellphone, International Version, Retail Packaging, White",Samsung,328.99,5,"Excellent seller, excellent product. everything arrived in perfect condition and I am very happy, it's a wonder my new samsung. Greetings from Caracas, Venezuela.",0
Apple iPhone 6S 128 GB Unlocked + GSM 4G LTE Smartphone w/12 MP Camera - Space Gray (Certified Refurbished),Apple,699.99,5,"Looks great, is an iphone!",1
Apple iPhone 5c 32GB (Blue) - AT&T,Apple,274.95,5,works as described,0
Samsung U340 Cell Phone (Verizon),Samsung,159.99,5,It works.,0
Sony Xperia M4 Aqua 16GB GSM/LTE Unlocked Cell Phone - Black (U.S. Warranty),Sony,199.99,1,Phone instantly started overheating as soon as I turned it on and began to set it up. Horrible.,2
"HTC 8X Unlocked Smartphone C620E, 16 GB, Blue",HTC,694.77,4,"Really a great phone. If your interested in Windows phone, this is a sure bet.",0
OnePlus Three 3 64gb Graphite Factory Unlocked International Version GSM no warranty,OnePlus,433.5,5,Very good ítem I recommend,1
Nokia Lumia 920 32GB Unlocked GSM 4G LTE Windows 8 Smartphone - Red,Nokia,149.35,5,It is device which saves me from being bored. Apart from being used as a camera its every thing u need smaller than a tablet.,1
"Lenovo A936 Note8 Fdd-lte 6.0"" 1280x720 Mtk6752 Octa Core 1gb RAM 8gb ROM 13mp Android 4.4.4 Phone (white)",WEIL TECHNOLOGY (HK) Limited,234.73,4,"This phone is really good for the price. The bad things about this phone are irritating to say the least.There is no voice to text, and phone not compatible with apps for that. It shuts down without notice. You have to kill all apps before playing any game. And with some games, and while doing other things, there's a LOTof freezing, jerking with graphics. Its even doing it as I type this. While the specs on this phone are more than twice that of my prevoius phone, (galaxy note2) it surly doesn't show in final product. And you can't move apps to SD card. You have to make SD card default storage. But you don't find that out until after you've downloaded apps. At which point if you make SD card default, you cannot access any apps downloaded and saved to phone storage.",0
Apple iPhone4S 16GB black - SIM unlocked,,59.99,4,"Arrived as pictured in a few days via USPS. The connector jack at the bottom was a little dirty but, after cleaning it with a toothpick and alcohol, connection anomalies disappeared. Works fine now. I just popped the T-Mobile SIM card out of my old phone and into the new one and it started right up. It came loaded with iOS 8.1 and the overall condition of the case was very good. Did not come with earphones but I usually replace them every few months anyway.",5
"Blackberry 9650 Bold Unlocked GSM Smartphone with 3 MP Camera, Bluetooth, 3G, Wi-Fi, and MicroSd Slot (Black)",BlackBerry,73.99,4,for a used phone it came in a very decent condition and came ontime with all the accessories as advertised...,0
LG enV2 VX-9100 Black QWERTY Cell Phone for Verizon Wireless,LG,78,2,"screen cracked in my pocket after a week of owning it... would rate it one star, but it wasn't a bad phone. it just was flimsy.",0
"POSH MOBILE KICK ANDROID GSM UNLOCKED DUAL SIM 5.0"" SMARTPHONE with unique colorful design, FULL-sized display, 5MP Camera and 8GB of Storage. 1 Year warranty. (Model#: X511 BLUE)",Posh Mobile,69.99,5,Excellent for the price,0
BLU Studio C 5+5 LTE Smartphone - GSM Unlocked - Black,BLU,81.58,5,Gave as a give since the original person who ordered it changed their mind.,0
Apple iPhone 6 Plus 128GB Factory Unlocked GSM 4G LTE Cell Phone - Space Gray,,648,5,The product arrived at the date. It's working well.,1
BlackBerry Torch 9800 Unlocked GSM Slider Cell Phone w/ Keyboard + Touchscreen and Optical Trackpad - White,BlackBerry,269.1,5,Good!,0
Apple iPhone 5c 8GB (Green) - Verizon Wireless,Apple,124.95,5,Birthday present for the the new middle school student. All of the features needed for a price that doesn't make his Mom nervous (he tosses it in his backpack). The 5C is a terrific phone and the phone was in like new condition. Would buy again.,1
Samsung Korea SAMSUNG GALAXY S4 MINI GT-i9195 LTE 8GB- FACTORY UNLOCKED International Version - Unlocked Cell Phones - Retail Packaging - White(NO WARRANTY),Samsung,379,5,"excellent seller, item in excellent quality",0
"LG Nexus 5X Unlocked Smart Phone, 5.2"" Quartz White, 32GB Storage, US Warranty",LG Electronics,399,5,Awesome phone. Even better with PureNexus,0
Apple iPhone 5c 16GB (Green) - Sprint,Apple,605,5,So far so good! Thank you! Daughter loves it!,0
"BlackBerry Classic Factory Unlocked Cellphone, Black",BlackBerry,149.99,5,"Excellent , shipping was fast , item was exactly as described, very satisfied!",1
"Asus ZenFone 3 ZE552KL 64GB Moonlight White, Dual Sim, 4GB, 5.5-inch, Unlocked International Model, No Warranty",ASUS,325.98,5,Thanks for phone. I like it and it's really the phone which described.,0
"Motorola A810 Shang-Chi Unlocked Phone with GPRS, 2MP Camera, Video Playback, Recording, 3GPP, MPEG4, Touch Screen with Advanced Motorola Handwriting Recognition, MP3, FM Radio, and Bluetooth--International Version with No Warranty (White)",Motorola,329,5,"Excelente telefono, al no ser distribuido en america latina, la gente no lo conoce pero a todos les gusta... Funciona en Costa Rica",0
Apple iPhone 5c 16GB (Yellow) - AT&T,Apple,248,5,Great phone @ a GREAT PRICE!,0
Motorola Moto X - 16GB 10.0MP GPS WIFI - White (XT1060) Unlocked Smart Phone (Black),Motorola,74.99,5,"Excelent!!!,",0
Apple iPhone 6 Plus a1522 16GB Gold for T-Mobile,,529.99,5,Money well spent,0
"BLU Studio 5.0 S D570I Unlocked Dual Sim Phone with Quad-Core 1.2GHz Processor, Android 4.1 JB, 5.0-inch IPS High Resolution Display, and 8MP Camera (Black)",CT-Miami LLC,NA,3,"MY PHONE IS RECENTLY NOT GETTING CHARGED. so I have to take out battery and then put into another phone to get charged. battery is ok, phone is also working. BUT phone is not getting charged. anyone knows what I should do?",0
HTC One M7 32GB GSM Unlocked 4G LTE Android Smartphone - Black,HTC,249.99,5,exelente producto gracias,0
"Blackberry 9320 Curve Unlocked GSM Quad-Band Smartphone with 3.2 MP Camera, Wi-Fi, GPS and 7.1 Blackberry OS - No Warranty - Black",BlackBerry,49.88,4,"The phone arrived intact, sealed with all accessories. No Memory card though. Its working well with the airtel network here in Zambia. I ordered another one for my wife from BREED. I hope they remain consistent. This product is amazon fulfilled so amazon is involved in the delivery process... The phone arrived on time. I'm really enjoying it so far. I will update if need be.It streams seamlessly from youtube. Browser not very different from previous curves... still quite slow. Am looking for a 3rd party browser to use instead. No major complaints otherwise. It looks good and feels good. For the price, Its a really good deal.",1
"LG Lucid 2, Black 8GB (Verizon Wireless)",LG,79.95,5,"Looks like brand new - works great, so glad I took a chance and bought it! Quick ship. Thank you!",0
"LG V10 H962 64GB Ocean Blue, Dual Sim, 5.7"", 16 MP, Unlocked International Model, No Warranty",LG,419.9,4,Great phone. LOVE IT!! But I didn't give it 4 star because the phone is falsely advertised. It is actually v10 h961N. Came with weird charging adapter that couldnt be used alone; well is the US. An attachment to solve this came in the box though.,0
Samsung Galaxy i537 S4 Active Unlocked Smart Phone - Urban Gray (No Warranty),Samsung,159.99,5,Great phone. No problems with it.,0
Blackberry 9530 Storm Unlocked For Any GSM Carrier Worldwide,BlackBerry,131.59,5,excelente,0
"Pantech Pocket P9060 Unlocked GSM Phone with Android 2.3 OS, Touchscreen, 5MP Camera, Video, GPS, Wi-Fi, SNS integration, MP3/MP4 Player and microSD Slot - Gray",,54.88,4,turning it on is very slow to load and I was able to down load only one game before there was no more room to load more. but it works fine and I like the wide screen. the keyboard is a lot easier to use as the keys are bigger because of the wider screen. Nice phone for the money.,0
"BlackBerry 8520OEMRED Gemini 8520 Unlocked Phone with 2 MP Camera, Bluetooth, Wi-Fi--International Version (Red)",BlackBerry,39.99,1,"ordered this phone and it cannot do blackberry messenger and the phone is unlocked,cannot get internet from my service provider",0
"Samsung Galaxy S5 SM-G900A GSM Unlocked Cellphone, 16GB, Blue",samsung,172,1,Phone was defective.,0
BLU Life 8 XL Smartphone - Unlocked - Global GSM - Orange,BLU,149.83,1,"Phone would connect to wifi networks but could not actually send or receive data over connection, both LAN and Internet tested. Software update did not resolve problems, neither did standard system reboots. Only buy if you are a fan of faulty devices.",0
"Blackberry 9320 Curve Unlocked GSM Quad-Band Smartphone with 3.2 MP Camera, Wi-Fi, GPS and 7.1 Blackberry OS - No Warranty - Black",BlackBerry,49.88,1,Crap LOST MONEY TO BUY THIS PHONE. THE WARRANTY SHOULD LAST MORE THAN 30 DAYS. NOT BUY AGAIN. 30 DAY WARRANTY IS NOT GOOD,0
HTC Desire Eye E1 16GB White/Red. GSM Unlocked. US Version (13MP Front & Rear Camera),HTC,195,5,"well worth the price,it's compatible with the service providers in the Carribbean (Trinidad and Tobago - Digicel, Bmobile), battery life is adequate for moderate use, however the phone does get warm after about 1 hr and there are no headphones included. Overall very happy with my purchase.",0
"Apple iPhone 6 Plus 128GB Factory Unlocked GSM 4G LTE Smartphone, Space Gray (Certified Refurbished)",,482.92,2,Fail,0
Apple iPhone 3GS 16GB (Black) - AT&T MC135LL/A,Apple,30.99,3,good afternoon I received the phone is locked does not recognize the card without my line is movistar sim trajeta says that is not compatible,0
Apple iPhone 4 32GB (Black) - AT&T,Apple,99.99,4,"Amazon warehouse iPhone 4 for my wife cost less than my iPhone 4 purchased through Craigslist.The Amazon iPhone 4 was in better condition and a better $value than what I had purchased through Craigslist.Although the Craigslist iPhone OS software was already upgraded to 6.01, a major software upgrade requiringa complete re-install of all software APPS, iCloud, and Facetime.Amazon iPhone came with OS 4.2 operating system requiring that I perform the complete software upgrade, APPS,and settings reinstall myself, thus the 4 Star rating.If Amazon perform the OS software upgrades, I would have given them a 5 Star rating.",0
Samsung Galaxy S4 I545 16GB Verizon Wireless + GSM Quad-Core Android Smartphone w/ 13MP Camera - White,Samsung,176.07,5,"My phone works very well,received it in a few days, activated the same day through my existing account and access my info from the cloud and my phone works as well as my former phone.",1
Samsung Galaxy S6 SM-G920V 32GB Sapphire Black Smartphone for Verizon (Certified Refurbished),Samsung,319.98,5,I am very pleases,1
BLU PURE XL Smartphone - 4G LTE GSM Unlocked - 64GB +3GB RAM - Gold,BLU,134.95,4,"Review for BLU PURE XL SmartphoneArrived in 2 days using amazon prime. Boxed well and arrived intact.This is a good value smart phone that does 95% of what people will want and does it well. The 5% that may not be served well by this device are the hardcore users that truly make use of the CPU power regularly. If you are in the 5% then spend twice as much and get the Samsung note5 or some similar phone.Pro:Price = Good value based on specsSize = Wonderful, easy enough to hold and use. If I manage to get it in a shirt pocket it sticks out and looks funny.Screen = Wow, great definition. Netflix looks good. Almost too much resolution/dpi to appreciate at this size. Reviews show that this screen is not as bright as many devices at twice the price……they are correct but I still find it good for my needs. I have not tried to use it on a bright sunlit beach.Speed = Fairly quick. Fastest phone I have used. Rated at about 70% of the speed of the Samsung note5 at half the price.Battery recharge time: Fast with correct charger. 2hrs or less.Does all the things you would expect from a smart phone.Con:Size : If I manage to get it in a shirt pocket it sticks out and looks funny. I love the size but is hard to store. I put it in my back pack most of the time. Fits snuggly in my front pants pocket.Battery: ….. almost a deal breaker. If you use this as a phone primarily you should be ok, but if you use apps a lot then could be an issue. Here is my experience. Opened box, put phone on charger, arrives with 86% charge, charges to 100% in about 20 minutes or so. I start it up, install Google play account, download and install 2 items. One of them is a game that is cpu intensive…….I start it and let it run unattended for 1.5hrs. After 1.5hours the battery goes from 100% to 20%. I fully recharge it again and do the same test with similar results. I will keep my eye on this to see if subsequent recharges help it to hold a charge for longer. This has forced me to keep a charger with the phone as it needs recharging by noon. I recommend getting fast usb rechargers for work and home. The wall charger that comes with the phone is good, but I also have a usb battery charger….30000mah.CPU: Great bang for the buck, but it gets hot and runs the battery dead fast if you put this beast to its limits.Buttons along bottom: The back button is really hard to find. Sometimes it feels as if it is disabled as I slide my finger across the the whole bottom surface and nothing...then it starts working. This issue is the most annoying about this device....though the battery is a concern also.Over all I do not regret this purchase as I cannot afford what I want so I am happy with what I can get.",2
"Apple iPhone 6S Plus Unlocked Smartphone, 64 GB (Gold)",Apple,749.95,5,It's nice as I expected.,0
Apple iPhone 4 32GB (Black) - Verizon,Apple,69.98,5,"Great price, 69.99. arrived quickly and works perfectly. Appears to be brand new.",0
Life Pure Mini Quad Band Unlocked (White),BLU,120,5,"I just recently traded in this phone for an IPhone and surprisingly I was sad to see my Blu Life Pure Mini go. This phone is amazing. The features are superb, the screen resolution is perfect, and really everything about the phone was what I was looking for. I highly recommend this phone to anyone who is looking for a high-quality smart phone for a reasonable price.",0
"LG Nexus 5X Unlocked Smart Phone, 5.2"" Ice Blue, 32GB Storage, US Warranty",LG Electronics,325,3,"Underwhelmed by mediocrityI had a Nexus 6 (original) my only gripe was it was too big to use in one hand . Lo and Behold a new nexus appears! What I got for my trouble was....Very poor battery lifeMicro stutters with multi tasking as only 2gb rammediocre speakersbut you can use it with one hand! Also the finger print scanner works really well and the development community is just as good. However if Doc Brown showed up and was like ""We can go back six months Ron"" I would do two things.... win the lotto for sure and stop myself from selling my Nexus 6 to get the 5x.",2
Apple iPhone 7 Plus Unlocked Phone 32 GB - US Version (Gold),Apple,914.99,5,Great as described,1
BLU Energy X Plus Smartphone - With 4000 mAh Super Battery- US GSM Unlocked - Grey,BLU,139,5,"LOOOOOVE it, I totally love this phone. For the price you really can't beat it. If your looking for a good looking phone that will supply you with all of the things you need in a phone, and the battery life is amazing. I have actually went two days without putting on charger. Great phone!",0
"ASUS ZenFone 3 Laser 5.5"" 2GB RAM 32GB storage, Dual SIM - Factory Unlocked Phone - Glacier Silver",Asus,199,5,Looks just like the picture!! It came early and I couldn't be happier with my purchase!! Would recommend to everyone I know!!,0
"Samsung Galaxy Note 4 N910C Unlocked Cellphone, International Version, 32GB, Black",Samsung,449.99,5,AWESOME! Had to get a sim from MetroPCS for 29 bucks works great!!!!,11
Samsung Galaxy Note 3 (SM-N900V) - 32GB Verizon + GSM Smartphone - White (Certified Refurbished),Samsung,219.99,3,"I love the phone so far. Everything on the phone is work but I did not get the original charger with it and the one that was sent it not charging the phone sometimes or at all! I did read everything before buying and I only saw it saying it comes with all relevant accessories. Now I Ave to be using another charger which is very unfortunate. Phone otherwise, in great condition like new, found no scratch or ntn.",0
BLU PURE XL Smartphone - 4G LTE GSM Unlocked - 64GB +3GB RAM - Grey,BLU,129.99,5,"I've had nothing but good things from this phone and can't see why people say its to big or other problems. I can tell you this much this phone has more settings and advanced features then even a Samsung 7 does, I know this because I own both. Also funny how people say it's to big, but when you add a protective case to like the IPhone 7 plus then the 7 is far bigger? Reading, playing games, watching videos and doing everything is better, because you can see more on the screen at one time. Not only is all that better, but the camera is also Amazing, at 32MP with a nice zoom that really zooms , as with the phone itself the camera has advanced features for the novice or professional. Overall a great phone that can be tailored for whatever needs you have, so if you already own this phone I encourage you to play around with a the advanced features of this phone, it's well worth it. Oh and battery life is outstanding as well, but like any other phone if you don't have the battery saving turned on or you have a ton of apps open all the time then yes it will drain it fast.Note... Whenever you first get a new phone you want to let it drain all the way down before you charge it back up again, this will give a far better battery life, this also should be applied daily, so let it drain even to the point it shuts off, because this will give the battery a lot Longer life span. So many people will charge it half full and next thing they know the battery is shot .Also when you buy your phone make sure it is NEW and not used or a refurbished one, do a little digging as well to see if they have a good return policy and also check there feedback rating .",4
